id,latitude,longitude
B028,40.60444118,-74.01886525
B028,40.60438105,-74.01891461
B028,40.60433609,-74.01918727
B028,40.60431019,-74.01941071
B028,40.60429607,-74.01969995
B028,40.60429983,-74.01996594
B028,40.60431062,-74.02014438
B028,40.60433199,-74.02032701
B028,40.6043728,-74.02057742
B028,40.60443246,-74.02084093
B028,40.60449775,-74.02106249
B028,40.60452963,-74.02116735
B028,40.60458962,-74.02119586
B028,40.60481437,-74.02110379
B028,40.60590483,-74.02061679
B028,40.60690187,-74.02230455
B028,40.60772781,-74.02161453
B028,40.60755132,-74.02131581
B028,40.60744392,-74.02113163
B028,40.60727726,-74.020808
B028,40.60721632,-74.02067327
B028,40.60715591,-74.02052034
B028,40.60700189,-74.02004463
B028,40.60697107,-74.01992499
B028,40.6068704,-74.01939358
B028,40.6067948,-74.0187918
B028,40.60676404,-74.01852593
B028,40.60700138,-74.01856421
B028,40.60709792,-74.01934135
B028,40.60724931,-74.02004299
B028,40.60739828,-74.02047359
B028,40.60759828,-74.02089481
B028,40.60813271,-74.02180547
B028,40.60852369,-74.02247325
B028,40.60890321,-74.02312025
B028,40.60926033,-74.02373096
B028,40.60959443,-74.02427156
B028,40.60963806,-74.02432037
B028,40.60968845,-74.02436662
B028,40.60975169,-74.02441251
B028,40.6098225,-74.02445024
B028,40.6098986,-74.0244751
B028,40.60995857,-74.02448473
B028,40.61003909,-74.02448657
B028,40.61011921,-74.02447585
B028,40.6101978,-74.02445271
B028,40.61027373,-74.02441748
B028,40.61055971,-74.0242983
B028,40.61092145,-74.02415029
B028,40.61192443,-74.02373333
B028,40.61228216,-74.02359061
B028,40.61294547,-74.02331733
B028,40.61365851,-74.02302601
B028,40.61420868,-74.02280505
B028,40.61496869,-74.02249602
B028,40.615656,-74.02221728
B028,40.61637946,-74.02191901
B028,40.61686907,-74.02171593
B028,40.61712502,-74.02161039
B028,40.61745437,-74.02148299
B028,40.61806238,-74.02123083
B028,40.61823713,-74.02115533
B028,40.61824268,-74.02113561
B028,40.61808227,-74.0208558
B028,40.61769702,-74.0202179
B028,40.61751287,-74.01990821
B028,40.61740793,-74.01973447
B028,40.61708625,-74.01919913
B028,40.61660968,-74.01841327
B028,40.61625704,-74.01783028
B028,40.61572319,-74.01694614
B028,40.6155611,-74.01667706
B028,40.61513331,-74.01596322
B028,40.61487986,-74.01554391
B028,40.61471884,-74.01527521
B028,40.61447779,-74.01487339
B028,40.61421238,-74.01444227
B028,40.61397536,-74.01405694
B028,40.61333594,-74.01299367
B028,40.61326321,-74.0128716
B028,40.61280259,-74.01210909
B028,40.61271448,-74.01199734
B028,40.61262637,-74.01197486
B028,40.61243506,-74.01216968
B028,40.61230363,-74.01230572
B028,40.6120772,-74.0125413
B028,40.61146708,-74.01317637
B028,40.61109361,-74.01356449
B028,40.6109451,-74.01372467
B028,40.61045896,-74.01422577
B028,40.60995898,-74.01474584
B028,40.60961684,-74.01510432
B028,40.60941475,-74.01531332
B028,40.60931512,-74.01541781
B028,40.60894695,-74.01580078
B028,40.60840513,-74.01636293
B028,40.60782328,-74.01697014
B028,40.6077715,-74.01704716
B028,40.60766232,-74.01721075
B028,40.60727434,-74.01761325
B028,40.6071662,-74.01774561
B028,40.60704824,-74.01799909
B028,40.60699732,-74.01821782
B029,40.66816731,-73.92280058
B029,40.66818787,-73.92318437
B029,40.66821717,-73.92370959
B029,40.66824486,-73.92421969
B029,40.66827148,-73.92471686
B029,40.66829756,-73.92515759
B029,40.66830752,-73.92536727
B029,40.66831327,-73.92546996
B029,40.66840892,-73.92545693
B029,40.66839508,-73.92521032
B029,40.66837501,-73.92485842
B029,40.6683528,-73.92444343
B029,40.66832393,-73.92389697
B029,40.66830621,-73.92358416
B029,40.66827916,-73.92309572
B029,40.668263,-73.92279534
B029,40.6682584,-73.92273608
B029,40.66825519,-73.92273002
B029,40.66825179,-73.92272488
B029,40.66824914,-73.92272149
B029,40.668245,-73.92271706
B029,40.66824181,-73.92271424
B029,40.66823742,-73.92271102
B029,40.66823418,-73.92270908
B029,40.66823043,-73.92270728
B029,40.66822571,-73.92270559
B029,40.66821868,-73.92270419
B029,40.66821158,-73.92270408
B029,40.66820627,-73.92270483
B029,40.66820107,-73.9227063
B029,40.66819657,-73.9227082
B029,40.66819173,-73.92271093
B029,40.66818801,-73.92271357
B029,40.66818394,-73.92271712
B029,40.66817964,-73.92272176
B029,40.66817696,-73.92272522
B029,40.6681746,-73.92272872
B029,40.66817217,-73.92273295
B029,40.66816946,-73.92273865
B029,40.66816719,-73.9227446
B029,40.66816545,-73.92275061
B029,40.6683306,-73.92582454
B029,40.66837228,-73.92647407
B029,40.66840255,-73.92711259
B029,40.66842663,-73.92761231
B029,40.66845751,-73.92817738
B029,40.66856019,-73.9282302
B029,40.66853576,-73.92778295
B029,40.66850409,-73.92721351
B029,40.66847079,-73.92660323
B029,40.66842583,-73.92580787
B029,40.66843576,-73.92283118
B029,40.66843643,-73.92294071
B029,40.668454,-73.92326751
B029,40.66847047,-73.92357647
B029,40.66849255,-73.92398505
B029,40.66851727,-73.92442997
B029,40.66854832,-73.92496207
B029,40.66857138,-73.92544716
B029,40.66864197,-73.92544138
B029,40.66865648,-73.92521912
B029,40.66863479,-73.92483844
B029,40.66860516,-73.9243345
B029,40.66858749,-73.92402056
B029,40.66856179,-73.92355489
B029,40.66853259,-73.92298973
B029,40.66851543,-73.92271372
B029,40.66851413,-73.92271045
B029,40.66851238,-73.92270675
B029,40.66850978,-73.92270225
B029,40.66850731,-73.92269875
B029,40.66850516,-73.92269615
B029,40.66850191,-73.92269285
B029,40.6684988,-73.92269031
B029,40.66849581,-73.92268828
B029,40.66849189,-73.92268624
B029,40.66848783,-73.92268473
B029,40.66848367,-73.92268379
B029,40.66847946,-73.92268342
B029,40.66847524,-73.92268363
B029,40.6684697,-73.9226848
B029,40.66846565,-73.92268634
B029,40.66846173,-73.92268842
B029,40.66845986,-73.92268966
B029,40.66845615,-73.9226926
B029,40.66845233,-73.92269644
B029,40.66844929,-73.92270029
B029,40.66844666,-73.9227044
B029,40.66844496,-73.92270756
B029,40.66843769,-73.92278604
B029,40.66843576,-73.92283118
B029,40.66865774,-73.93183316
B029,40.66867975,-73.93217902
B029,40.66872098,-73.93287103
B029,40.6687605,-73.93366417
B029,40.66883306,-73.93377181
B029,40.66883538,-73.93324195
B029,40.66881285,-73.93282124
B029,40.66877789,-73.93228054
B029,40.66872409,-73.93125015
B029,40.66873423,-73.92845406
B029,40.66875118,-73.92875844
B029,40.6687784,-73.9292401
B029,40.66884273,-73.93041104
B029,40.66887461,-73.93098125
B029,40.66896875,-73.93094418
B029,40.66894126,-73.93039392
B029,40.66890569,-73.92979611
B029,40.6688822,-73.92935242
B029,40.66885155,-73.92878092
B029,40.66883315,-73.92844256
B029,40.66847627,-73.92848606
B029,40.66850718,-73.92906747
B029,40.66853405,-73.92956551
B029,40.66856781,-73.93012864
B029,40.66859927,-73.9307311
B029,40.66861387,-73.9309807
B029,40.66870998,-73.93099691
B029,40.66868722,-73.93056058
B029,40.66865665,-73.92998465
B029,40.66860912,-73.92913983
B029,40.66852281,-73.92847473
B029,40.66847701,-73.92847933
B029,40.66847627,-73.92848606
B029,40.66859554,-73.92591864
B029,40.66862578,-73.92645455
B029,40.66865278,-73.92695306
B029,40.66869213,-73.92766646
B029,40.66874667,-73.92820904
B029,40.66880959,-73.9280655
B029,40.66878149,-73.92760758
B029,40.66873671,-73.92680448
B029,40.66871464,-73.92636501
B029,40.66868657,-73.92579723
B029,40.66858386,-73.92569522
B029,40.66911539,-73.94010452
B029,40.66914682,-73.94070448
B029,40.66918106,-73.94130417
B029,40.66925345,-73.94207662
B029,40.66931403,-73.94205204
B029,40.66926829,-73.94117704
B029,40.66923668,-73.94062737
B029,40.6692119,-73.94018073
B029,40.66918475,-73.93970318
B029,40.66912691,-73.93956712
B029,40.66919495,-73.93677179
B029,40.66922247,-73.93733335
B029,40.66926448,-73.93812079
B029,40.6693018,-73.93882632
B029,40.66935013,-73.93928505
B029,40.66942319,-73.9392833
B029,40.66938854,-73.93864042
B029,40.66932918,-73.93763151
B029,40.66925499,-73.93676246
B029,40.66919495,-73.93677179
B029,40.66896458,-73.93734474
B029,40.66899398,-73.93784847
B029,40.66905103,-73.93900744
B029,40.66911108,-73.93930266
B029,40.66915557,-73.93916029
B029,40.66907827,-73.93771643
B029,40.66902752,-73.93679075
B029,40.66897751,-73.93679662
B029,40.66903948,-73.93399342
B029,40.66908438,-73.93482076
B029,40.6691253,-73.93558418
B029,40.66917821,-73.9365215
B029,40.66927168,-73.9365119
B029,40.66923017,-73.93576328
B029,40.66917954,-73.93491534
B029,40.66913583,-73.93403937
B029,40.66908848,-73.93398942
B029,40.66878005,-73.93405544
B029,40.66882035,-73.93475684
B029,40.66884234,-73.93512148
B029,40.66889021,-73.93601286
B029,40.6689638,-73.93653979
B029,40.66901145,-73.93653506
B029,40.66898666,-73.93602814
B029,40.66895578,-73.93548046
B029,40.66891467,-73.93470246
B029,40.66888749,-73.9342285
B029,40.66887499,-73.93401458
B029,40.66880225,-73.93402448
B029,40.6689074,-73.93163908
B029,40.6689409,-73.93225791
B029,40.66898466,-73.93302767
B029,40.66902109,-73.93370032
B029,40.66911875,-73.93369413
B029,40.66909868,-73.93332121
B029,40.66906001,-73.93263277
B029,40.66901982,-73.93189577
B029,40.66893562,-73.93122936
B029,40.66942152,-73.9458179
B029,40.66951053,-73.94746215
B029,40.66956933,-73.94763225
B029,40.66961853,-73.94762751
B029,40.66955346,-73.94642346
B029,40.66952734,-73.94594499
B029,40.66943423,-73.94507638
B029,40.66949664,-73.94239293
B029,40.66954053,-73.94322432
B029,40.66961702,-73.94467771
B029,40.66967507,-73.94482422
B029,40.66969976,-73.9443495
B029,40.66963796,-73.94322423
B029,40.66953891,-73.94230395
B029,40.66994263,-73.95061597
B029,40.66997127,-73.95116994
B029,40.66999021,-73.95151742
B029,40.67002242,-73.95210165
B029,40.67004508,-73.95252006
B029,40.67006511,-73.95289336
B029,40.67010593,-73.95312327
B029,40.67017707,-73.95311325
B029,40.67014716,-73.95254969
B029,40.67011912,-73.95202139
B029,40.67008202,-73.95136203
B029,40.67004818,-73.95076028
B029,40.67001178,-73.95061023
B029,40.66997898,-73.95547917
B029,40.67003314,-73.9558927
B029,40.67012321,-73.95631291
B029,40.67030914,-73.95719929
B029,40.67041426,-73.95770881
B029,40.67050634,-73.95789296
B029,40.67046982,-73.95747986
B029,40.67031309,-73.95672915
B029,40.67021159,-73.95624369
B029,40.67008766,-73.95564803
B029,40.67005897,-73.95545757
B029,40.67000084,-73.95547327
B029,40.67022533,-73.95547176
B029,40.6702547,-73.95565671
B029,40.67028351,-73.95579604
B029,40.67049511,-73.95680826
B029,40.67066223,-73.95761114
B029,40.67076654,-73.95779722
B029,40.67079965,-73.95778582
B029,40.67065897,-73.95710275
B029,40.670402,-73.95587207
B029,40.67029651,-73.95536314
B029,40.67023002,-73.95539204
B029,40.6696884,-73.95072581
B029,40.66972914,-73.95145972
B029,40.66975996,-73.95202728
B029,40.66978569,-73.95250147
B029,40.66980859,-73.9529367
B029,40.66987099,-73.95315327
B029,40.66991854,-73.95312761
B029,40.66989391,-73.95266917
B029,40.66987037,-73.9522361
B029,40.66984984,-73.95186178
B029,40.66982782,-73.95145396
B029,40.66980412,-73.9510297
B029,40.66977997,-73.95062803
B029,40.6697118,-73.95063327
B029,40.66989152,-73.94783383
B029,40.66984095,-73.94783959
B029,40.66979843,-73.94787165
B029,40.6698651,-73.94919455
B029,40.66990793,-73.95001464
B029,40.66995326,-73.95036819
B029,40.67002562,-73.95036344
B029,40.66996194,-73.94917056
B029,40.66989425,-73.94789005
B029,40.67053432,-73.95827934
B029,40.670706,-73.95909228
B029,40.67082483,-73.95965684
B029,40.67106221,-73.96078881
B029,40.67116703,-73.96128776
B029,40.67123135,-73.96126138
B029,40.67122208,-73.96106004
B029,40.67103886,-73.96019258
B029,40.67084865,-73.9592815
B029,40.67080513,-73.95907072
B029,40.67067749,-73.95847154
B029,40.67055503,-73.95813666
B029,40.67076176,-73.95806249
B029,40.6709635,-73.9590407
B029,40.67110079,-73.95969819
B029,40.6713341,-73.96081633
B029,40.67141404,-73.96119278
B029,40.67146497,-73.9611755
B029,40.67147895,-73.96100836
B029,40.67113529,-73.95937608
B029,40.67105311,-73.95898087
B029,40.67093428,-73.95841186
B029,40.67085184,-73.95802023
B029,40.67078572,-73.95805125
B029,40.67266648,-73.9669399
B029,40.6725438,-73.96636759
B029,40.67240962,-73.96584925
B029,40.67227948,-73.96539671
B029,40.67213982,-73.96494944
B029,40.67212136,-73.96489403
B029,40.67202819,-73.96461217
B029,40.67200696,-73.96454811
B029,40.6719909,-73.964505
B029,40.67197569,-73.96446136
B029,40.67196133,-73.96441722
B029,40.67194784,-73.96437262
B029,40.67193829,-73.96433888
B029,40.67192634,-73.96429354
B029,40.671913,-73.96424285
B029,40.67189373,-73.96417685
B029,40.67187528,-73.96411044
B029,40.67185768,-73.96404363
B029,40.67184091,-73.96397646
B029,40.67182069,-73.96389486
B029,40.67179994,-73.96380819
B029,40.67178012,-73.96372116
B029,40.67175654,-73.96361922
B029,40.67171101,-73.96340295
B029,40.67167058,-73.96321089
B029,40.6715741,-73.96275856
B029,40.67155785,-73.96268884
B029,40.67154119,-73.96265629
B029,40.67151798,-73.96263165
B029,40.67147117,-73.96271568
B029,40.67152956,-73.96277808
B029,40.67172037,-73.96367169
B029,40.67180402,-73.96400237
B029,40.67183481,-73.96412039
B029,40.6719026,-73.96437805
B029,40.6719692,-73.96459469
B029,40.67207501,-73.96491886
B029,40.67216674,-73.96518612
